SID,WORD,POS,LEVEL
1133,simulation,noun,C1
1134,simultaneously,adverb,C1
1135,sin,noun,C1
1136,situated,adjective,C1
1137,skeptical,adjective,C1
1138,sketch,noun,C1
1139,skip,verb,C1
1140,slam,verb,C1
1141,slap,verb,C1
1142,slash,verb,C1
1143,slavery,noun,C1
1144,slot,noun,C1
1145,smash,verb,C1
1146,snap,verb,C1
1147,soak,verb,C1
1148,soar,verb,C1
1149,socialist,adjective,C1
1150,sole,adjective,C1
1151,solely,adverb,C1
1152,solidarity,noun,C1
1153,solo,noun,C1
1154,sophomore,noun,C1
1155,sound,adjective,C1
1156,sovereignty,noun,C1
1157,spam,noun,C1
1158,span,verb,C1
1159,span,noun,C1
1160,spare,verb,C1
1161,spark,verb,C1
1162,specialized,adjective,C1
1163,specification,noun,C1
1164,specimen,noun,C1
1165,spectacle,noun,C1
1166,spectrum,noun,C1
1167,spell,noun,C1
1168,sphere,noun,C1
1169,spin,verb,C1
1170,spin,noun,C1
1171,spine,noun,C1
1172,spotlight,noun,C1
1173,spouse,noun,C1
1174,spy,verb,C1
1175,spy,noun,C1
1176,squad,noun,C1
1177,squeeze,verb,C1
1178,stab,verb,C1
1179,stability,noun,C1
1180,stabilize,verb,C1
1181,stake,noun,C1
1182,standing,adjective,C1
1183,stark,adjective,C1
1184,statistical,adjective,C1
1185,steer,verb,C1
1186,stem,verb,C1
1187,stem,noun,C1
1188,stereotype,noun,C1
1189,stimulus,noun,C1
1190,stir,verb,C1
1191,storage,noun,C1
1192,straightforward,adjective,C1
1193,strain,noun,C1
1194,strand,noun,C1
1195,strategic,adjective,C1
1196,strip,noun,C1
1197,strip,verb,C1
1198,strive,verb,C1
1199,structural,adjective,C1
1200,stumble,verb,C1
1201,stun,verb,C1
1202,submission,noun,C1
1203,subscriber,noun,C1
1204,subscription,noun,C1
1205,subsidy,noun,C1
1206,substantial,adjective,C1
1207,substantially,adverb,C1
1208,substitute,noun,C1
1209,substitute,verb,C1
1210,substitution,noun,C1
1211,subtle,adjective,C1
1212,suburban,adjective,C1
1213,succession,noun,C1
1214,successive,adjective,C1
1215,successor,noun,C1
1216,suck,verb,C1
1217,sue,verb,C1
1218,suicide,noun,C1
1219,suite,noun,C1
1220,summit,noun,C1
1221,superb,adjective,C1
1222,superintendent,noun,C1
1223,superior,adjective,C1
1224,supervise,verb,C1
1225,supervision,noun,C1
1226,supervisor,noun,C1
1227,supplement,verb,C1
1228,supplement,noun,C1
1229,supportive,adjective,C1
1230,supposedly,adverb,C1
1231,suppress,verb,C1
1232,supreme,adjective,C1
1233,surge,noun,C1
1234,surge,verb,C1
1235,surgical,adjective,C1
1236,surplus,noun,C1
1237,surrender,verb,C1
1238,surveillance,noun,C1
1239,suspension,noun,C1
1240,suspicion,noun,C1
1241,suspicious,adjective,C1
1242,sustain,verb,C1
1243,swing,noun,C1
1244,swing,verb,C1
1245,sword,noun,C1
1246,symbolic,adjective,C1
1247,syndrome,noun,C1
1248,synthesis,noun,C1
1249,systematic,adjective,C1
1250,tackle,noun,C1
1251,tactic,noun,C1
1252,tactical,adjective,C1
1253,taxpayer,noun,C1
1254,tempt,verb,C1
1255,tenant,noun,C1
1256,tender,adjective,C1
1257,tenure,noun,C1
1258,terminal,adjective,C1
1259,terminate,verb,C1
1260,terrain,noun,C1
1261,terrific,adjective,C1
1262,testify,verb,C1
1263,testimony,noun,C1
1264,texture,noun,C1
1265,thankfully,adverb,C1
1266,theatrical,adjective,C1
1267,theology,noun,C1
1268,theoretical,adjective,C1
1269,thereafter,adverb,C1
1270,thereby,adverb,C1
1271,thoughtful,adjective,C1
1272,thought-provoking,adjective,C1
1273,thread,noun,C1
1274,threshold,noun,C1
1275,thrilled,adjective,C1
1276,thrive,verb,C1
1277,tide,noun,C1
1278,tighten,verb,C1
1279,timber,noun,C1
1280,timely,adjective,C1
1281,tobacco,noun,C1
1282,tolerance,noun,C1
1283,tolerate,verb,C1
1284,toll,noun,C1
1285,top,verb,C1
1286,torture,noun,C1
1287,torture,verb,C1
1288,toss,verb,C1
1289,total,verb,C1
1290,toxic,adjective,C1
1291,trace,noun,C1
1292,trademark,noun,C1
1293,trail,noun,C1
1294,trail,verb,C1
1295,trailer,noun,C1
1296,transaction,noun,C1
1297,transcript,noun,C1
1298,transformation,noun,C1
1299,transit,noun,C1
1300,transmission,noun,C1
1301,transparency,noun,C1
1302,transparent,adjective,C1
1303,trauma,noun,C1
1304,treaty,noun,C1
1305,tremendous,adjective,C1
1306,tribal,adjective,C1
1307,tribute,noun,C1
1308,trigger,noun,C1
1309,trio,noun,C1
1310,triumph,noun,C1
1311,trophy,noun,C1
1312,troubled,adjective,C1
1313,trustee,noun,C1
1314,tuition,noun,C1
1315,tumor,noun,C1
1316,turnout,noun,C1
1317,turnover,noun,C1
1318,twist,verb,C1
1319,twist,noun,C1
1320,unconstitutional,adjective,C1
1321,undergraduate,noun,C1
1322,underlying,adjective,C1
1323,undermine,verb,C1
1324,undoubtedly,adverb,C1
1325,unify,verb,C1
1326,unprecedented,adjective,C1
1327,unveil,verb,C1
1328,upcoming,adjective,C1
1329,upgrade,verb,C1
1330,upgrade,noun,C1
1331,uphold,verb,C1
1332,utility,noun,C1
1333,utilize,verb,C1
1334,utterly,adverb,C1
1335,vacuum,noun,C1
1336,vague,adjective,C1
1337,validity,noun,C1
1338,vanish,verb,C1
1339,variable,noun,C1
1340,variable,adjective,C1
1341,varied,adjective,C1
1342,vein,noun,C1
1343,venture,noun,C1
1344,venture,verb,C1
1345,verbal,adjective,C1
1346,verdict,noun,C1
1347,verify,verb,C1
1348,verse,noun,C1
1349,versus,conj.,C1
1350,vessel,noun,C1
1351,veteran,noun,C1
1352,viable,adjective,C1
1353,vibrant,adjective,C1
1354,vice,noun,C1
1355,vicious,adjective,C1
1356,violate,verb,C1
1357,violation,noun,C1
1358,virtue,noun,C1
1359,vocal,adjective,C1
1360,vow,verb,C1
1361,vulnerability,noun,C1
1362,vulnerable,adjective,C1
1363,ward,noun,C1
1364,warehouse,noun,C1
1365,warfare,noun,C1
1366,warrant,noun,C1
1367,warrant,verb,C1
1368,warrior,noun,C1
1369,weaken,verb,C1
1370,weave,verb,C1
1371,weed,noun,C1
1372,well,noun,C1
1373,well-being,noun,C1
1374,whatsoever,adverb,C1
1375,whereby,adverb,C1
1376,whip,verb,C1
1377,wholly,adverb,C1
1378,widen,verb,C1
1379,widow,noun,C1
1380,width,noun,C1
1381,willingness,noun,C1
1382,wipe,verb,C1
1383,wit,noun,C1
1384,withdrawal,noun,C1
1385,workout,noun,C1
1386,worship,noun,C1
1387,worship,verb,C1
1388,worthwhile,adjective,C1
1389,worthy,adjective,C1
1390,yell,verb,C1
1391,yield,noun,C1
1392,yield,verb,C1
